epoch,accuracy,loss,val_accuracy,val_loss
0,0.8408907651901245,0.3183348476886749,0.8701298832893372,0.6523566842079163
1,0.9218410849571228,0.18798482418060303,0.8547378778457642,1.506516695022583
2,0.9406984448432922,0.14228388667106628,0.8545775413513184,1.6157749891281128
